Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
86.2745098039216%,38.9813835647973%,0.45454545454545ms,100.0%,7,4334.60332974521,85.7142857142857%,14.2857142857143%
