Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
86.7924528301887%,55.0364961361756%,0.43478260869565ms,100.0%,7,4108.35191544243,42.8571428571429%,57.1428571428571%
