Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
72.7272727272727%,47.8063735086471%,0.5ms,100.0%,15,4006.72990112305,46.6666666666667%,53.3333333333333%
