Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
92.1052631578947%,45.9966552257538%,0.57142857142857ms,100.0%,3,3911.96078404018,0.0%,100.0%
