Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
96.969696969697%,57.4501325027086%,0.625ms,100.0%,1,4135.43489646912,0.0%,100.0%
