Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
83.3333333333333%,50.8073299378157%,0.44444444444444ms,100.0%,9,4328.12656792535,55.5555555555556%,44.4444444444444%
