Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
88.4615384615385%,48.8941330138756%,0.43478260869565ms,100.0%,6,3935.12000042459,83.3333333333333%,16.6666666666667%
