Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
92.1052631578947%,48.0606531138931%,0.57142857142857ms,100.0%,3,3642.05774274554,66.6666666666667%,33.3333333333333%
