Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
94.8717948717949%,63.167494889097%,0.54054054054054ms,100.0%,2,3619.60433712521,50.0%,50.0%
