Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
97.4358974358974%,52.7482451576936%,0.52631578947368ms,100.0%,1,3997.86414859169,0.0%,100.0%
