Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
82.6086956521739%,44.8783579625581%,0.52631578947368ms,100.0%,8,4332.5641640111,12.5%,87.5%
