Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
73.2142857142857%,49.891829654211%,0.48780487804878ms,100.0%,15,4640.81327410442,46.6666666666667%,53.3333333333333%
