Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
78.5714285714286%,43.3389146671151%,0.60606060606061ms,96.969696969697%,9,3577.73407537287,25.0%,75.0%
