Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
83.7837837837838%,48.3115737476657%,0.64516129032258ms,100.0%,6,3777.98090190272,33.3333333333333%,66.6666666666667%
