Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
85.0%,57.5693231295137%,0.58823529411765ms,97.0588235294118%,6,4727.84376795152,80.0%,20.0%
