Accuracy,Avg Precision,Avg Reaction Time,Avg First Shot Accuracy,Missed Shots,Avg Max Mouse Speed,Overshoot,Undershoot
92.3076923076923%,53.3225016461478%,0.55555555555556ms,100.0%,3,4725.13114420573,33.3333333333333%,66.6666666666667%
